advantage,n_random,n_fund,n_chart,n_mm_slow,n_mm_fast,time_dt,price_dt
4.0,6,4,9,2,4,31.0,-0.08913344128415111
4.0,6,5,4,1,4,38.0,0.03426890146398952
4.0,6,5,4,2,4,50.0,0.04690257538400406
4.0,6,5,5,1,4,27.0,-0.008605465955742343
4.0,6,5,5,2,4,47.0,0.043011544014337634
4.0,6,5,6,1,4,28.0,-0.02860338797261639
4.0,6,5,6,2,4,56.0,0.03974802866469457
4.0,6,5,7,1,4,43.0,0.033930764122204735
4.0,6,5,7,2,4,48.0,0.05639022889540453
4.0,6,5,8,1,4,31.0,-0.04906210736544184
4.0,6,5,8,2,4,27.0,-0.05992906584332812
4.0,6,5,9,1,4,26.0,-0.047691640193500966
4.0,6,5,9,2,4,26.0,-0.050656188468207644
4.0,6,6,4,1,4,52.0,0.04537926118864604
4.0,6,6,4,2,4,49.0,0.048869142189036145
4.0,6,6,5,1,4,35.0,0.028217933872438764
4.0,6,6,5,2,4,50.0,0.047414400601651696
4.0,6,6,6,1,4,27.0,-0.050889338582657644
4.0,6,6,6,2,4,32.0,0.034649078936192644
4.0,6,6,7,1,4,36.0,0.04402155067951431
4.0,6,6,7,2,4,29.0,-0.038724279508718824
4.0,6,6,8,1,4,34.0,-0.03362277365189329
4.0,6,6,8,2,4,35.0,0.033957843624710056
4.0,6,6,9,1,4,38.0,0.02333593750722433
4.0,6,6,9,2,4,34.0,0.029544490258439075
4.0,6,7,4,1,4,39.0,0.03581173712100898
4.0,6,7,4,2,4,37.0,0.01975041584692048
4.0,6,7,5,1,4,32.0,0.0249871547689753
4.0,6,7,5,2,4,31.0,0.03646341130805528
4.0,6,7,6,1,4,34.0,0.03775480666075478
4.0,6,7,6,2,4,34.0,0.029389448179196444
4.0,6,7,7,1,4,31.0,0.03690207333715755
4.0,6,7,7,2,4,39.0,0.04160008091366576
4.0,6,7,8,1,4,39.0,0.036271799900519576
4.0,6,7,8,2,4,37.0,0.04706315454365909
4.0,6,7,9,1,4,43.0,0.04151068375608059
4.0,6,7,9,2,4,29.0,-0.03594751652024878
4.0,6,8,4,1,4,32.0,0.02570688617989376
4.0,6,8,4,2,4,42.0,0.039860835347223816
4.0,6,8,5,1,4,39.0,0.03761977517368019
4.0,6,8,5,2,4,39.0,0.04439292544602364
4.0,6,8,6,1,4,40.0,0.04378229082741099
4.0,6,8,6,2,4,47.0,0.05560305089363722
4.0,6,8,7,1,4,36.0,0.04292288158828137
4.0,6,8,7,2,4,41.0,0.0474370279728433
4.0,6,8,8,1,4,36.0,0.03569974826066475
4.0,6,8,8,2,4,39.0,0.041027835948678336
4.0,6,8,9,1,4,39.0,0.03468568006312083
4.0,6,8,9,2,4,32.0,0.0454248610889705
4.0,6,9,4,1,4,34.0,0.03068295518811905
4.0,6,9,4,2,4,36.0,0.030112526576629346
4.0,6,9,5,1,4,33.0,0.03547586114372602
4.0,6,9,5,2,4,27.0,0.03414376326969876
4.0,6,9,6,1,4,41.0,0.039772403480736206
4.0,6,9,6,2,4,43.0,0.03104845702381552
4.0,6,9,7,1,4,39.0,0.048382451755356846
4.0,6,9,7,2,4,35.0,0.03280983451818427
4.0,6,9,8,1,4,31.0,0.03529578528447973
4.0,6,9,8,2,4,33.0,0.04906508884031752
4.0,6,9,9,1,4,38.0,0.024212671545486175
4.0,6,9,9,2,4,37.0,0.0341165118983549
4.0,7,4,4,1,4,32.0,-0.06629627788381366
4.0,7,4,4,2,4,30.0,-0.07080734508323751
4.0,7,4,5,1,4,30.0,-0.05470152364610095
4.0,7,4,5,2,4,89.0,0.020381385899391462
4.0,7,4,6,1,4,27.0,-0.046246059293618774
4.0,7,4,6,2,4,36.0,-0.05585366325881662
4.0,7,4,7,1,4,27.0,-0.07208837591836417
4.0,7,4,7,2,4,27.0,-0.08308799598513306
4.0,7,4,8,1,4,29.0,-0.07344127061611413
4.0,7,4,8,2,4,35.0,0.011300686670134742
4.0,7,4,9,1,4,26.0,-0.07116704963030308
4.0,7,4,9,2,4,28.0,-0.051210497144933934
4.0,7,5,4,1,4,51.0,0.04637688183636998
4.0,7,5,4,2,4,41.0,0.03262876927070431
4.0,7,5,5,1,4,27.0,-0.03976125582579735
4.0,7,5,5,2,4,30.0,-0.05146381944762003
4.0,7,5,6,1,4,28.0,-0.05391927861393845
4.0,7,5,6,2,4,32.0,-0.02124312314502686
4.0,7,5,7,1,4,50.0,0.05955270022757179
4.0,7,5,7,2,4,42.0,0.026709685691455935
4.0,7,5,8,1,4,52.0,0.04237135013461413
4.0,7,5,8,2,4,29.0,-0.06504263335963806
4.0,7,5,9,1,4,35.0,-0.02334126292344288
4.0,7,5,9,2,4,26.0,-0.07101233726448952
4.0,7,6,4,1,4,29.0,-0.058123076207680105
4.0,7,6,4,2,4,35.0,-0.03271040549539249
4.0,7,6,5,1,4,37.0,0.026234008421269127
4.0,7,6,5,2,4,45.0,0.04564177333120736
4.0,7,6,6,1,4,54.0,0.06086774447333139
4.0,7,6,6,2,4,46.0,0.041175852032369606
4.0,7,6,7,1,4,43.0,0.04906763581741147
4.0,7,6,7,2,4,27.0,-0.039205758699002294
4.0,7,6,8,1,4,50.0,0.0496327837307238
4.0,7,6,8,2,4,48.0,0.0555300746906452
4.0,7,6,9,1,4,47.0,0.039725090337663096
4.0,7,6,9,2,4,47.0,0.04808374541561826
4.0,7,7,4,1,4,43.0,0.036011749387314836
4.0,7,7,4,2,4,35.0,0.02609500013441675
4.0,7,7,5,1,4,45.0,0.04102883646642975
4.0,7,7,5,2,4,39.0,0.03894405156557858
4.0,7,7,6,1,4,39.0,0.042721402357045975
4.0,7,7,6,2,4,23.0,-0.01573069830284541
4.0,7,7,7,1,4,27.0,0.020962812887666316
4.0,7,7,7,2,4,44.0,0.044623322764107645
4.0,7,7,8,1,4,23.0,-0.06069577821913503
4.0,7,7,8,2,4,26.0,-0.043422033832144484
4.0,7,7,9,1,4,25.0,-0.05678523035995357
4.0,7,7,9,2,4,33.0,0.007332786510299457
4.0,7,8,4,1,4,35.0,0.0328367796569424
4.0,7,8,4,2,4,42.0,0.0378178740317069
4.0,7,8,5,1,4,28.0,-0.030661775589471505
4.0,7,8,5,2,4,43.0,0.04294002768845294
4.0,7,8,6,1,4,33.0,0.03270053718563235
4.0,7,8,6,2,4,36.0,0.03524825740540907
4.0,7,8,7,1,4,38.0,0.037728936478571076
4.0,7,8,7,2,4,26.0,-0.049281976447110215
4.0,7,8,8,1,4,34.0,0.026668390682933123
4.0,7,8,8,2,4,31.0,-0.04411251197399869
4.0,7,8,9,1,4,32.0,0.03597111333176836
4.0,7,8,9,2,4,42.0,0.05434354209024652
4.0,7,9,4,1,4,35.0,0.03696871357711697
4.0,7,9,4,2,4,31.0,0.023016188641570474
4.0,7,9,5,1,4,30.0,0.02018578122446494
4.0,7,9,5,2,4,41.0,0.03987673604852492
4.0,7,9,6,1,4,37.0,0.035952727468592474
4.0,7,9,6,2,4,34.0,0.03461390791723321
4.0,7,9,7,1,4,44.0,0.04607818376928728
4.0,7,9,7,2,4,39.0,0.04028814826239291
4.0,7,9,8,1,4,31.0,0.0332582938479738
4.0,7,9,8,2,4,40.0,0.04754681976312957
4.0,7,9,9,1,4,24.0,-0.03580158442943018
4.0,7,9,9,2,4,37.0,0.03438879562471954
4.0,8,4,4,1,4,29.0,-0.06531282177385002
4.0,8,4,4,2,4,40.0,-0.03935911190638234
4.0,8,4,5,1,4,37.0,-0.019425504883900036
4.0,8,4,5,2,4,33.0,-0.04360360099194514
4.0,8,4,6,1,4,33.0,-0.04240154923353668
4.0,8,4,6,2,4,32.0,-0.038366390291357313
4.0,8,4,7,1,4,32.0,-0.06147962553447173
4.0,8,4,7,2,4,30.0,-0.061620832852559676
4.0,8,4,8,1,4,35.0,-0.019674295911985135
4.0,8,4,8,2,4,29.0,-0.07943497410677455
4.0,8,4,9,1,4,30.0,-0.06212243023660882
4.0,8,4,9,2,4,30.0,-0.0687170710058016
4.0,8,5,4,1,4,48.0,0.05138163041740123
4.0,8,5,4,2,4,36.0,-0.01368570485030632
4.0,8,5,5,1,4,40.0,-0.030743648876066582
4.0,8,5,5,2,4,30.0,-0.05093048877031721
4.0,8,5,6,1,4,31.0,-0.051274750437174665
4.0,8,5,6,2,4,31.0,-0.012053670541436507
4.0,8,5,7,1,4,30.0,-0.05115994031715591
4.0,8,5,7,2,4,33.0,0.013110724385186512
4.0,8,5,8,1,4,29.0,-0.07944643243159143
4.0,8,5,8,2,4,28.0,-0.07749016085900141
4.0,8,5,9,1,4,54.0,0.05634431853477049
4.0,8,5,9,2,4,26.0,-0.07724877033049711
4.0,8,6,4,1,4,48.0,0.03768693031486188
4.0,8,6,4,2,4,39.0,0.001554166206228793
4.0,8,6,5,1,4,42.0,0.035339504973391
4.0,8,6,5,2,4,26.0,-0.06777781698683157
4.0,8,6,6,1,4,44.0,0.04109409775726954
4.0,8,6,6,2,4,29.0,-0.06315196820977637
4.0,8,6,7,1,4,28.0,-0.06014703957491833
4.0,8,6,7,2,4,26.0,-0.0736528357626968
4.0,8,6,8,1,4,25.0,-0.07027974431344429
4.0,8,6,8,2,4,53.0,0.05638427698820873
4.0,8,6,9,1,4,57.0,0.035962754580223716
4.0,8,6,9,2,4,41.0,0.028684526824692316
4.0,8,7,4,1,4,33.0,0.03668464509886252
4.0,8,7,4,2,4,40.0,0.03128085937055167
4.0,8,7,5,1,4,36.0,0.02537717526519058
4.0,8,7,5,2,4,41.0,0.036894522176137354
4.0,8,7,6,1,4,45.0,0.046985891607460105
4.0,8,7,6,2,4,27.0,-0.061946158957376464
4.0,8,7,7,1,4,45.0,0.05011804814059
4.0,8,7,7,2,4,52.0,0.05832062306222949
4.0,8,7,8,1,4,42.0,0.04839928205379875
4.0,8,7,8,2,4,43.0,0.05579612508302585
4.0,8,7,9,1,4,47.0,0.05672017296472155
4.0,8,7,9,2,4,38.0,0.051322637732320237
4.0,8,8,4,1,4,50.0,0.04634029562282819
4.0,8,8,4,2,4,24.0,-0.04705736000686477
4.0,8,8,5,1,4,31.0,0.036543238410511734
4.0,8,8,5,2,4,37.0,0.03824877417811244
4.0,8,8,6,1,4,36.0,0.032651077437900064
4.0,8,8,6,2,4,27.0,-0.050293406411142855
4.0,8,8,7,1,4,28.0,-0.04302806945797237
4.0,8,8,7,2,4,41.0,0.03616918405707544
4.0,8,8,8,1,4,24.0,-0.04604689149167522
4.0,8,8,8,2,4,38.0,0.0394177073196818
4.0,8,8,9,1,4,52.0,0.07118578289406975
4.0,8,8,9,2,4,38.0,0.03695464959830218
4.0,8,9,4,1,4,37.0,0.030976272149983372
4.0,8,9,4,2,4,33.0,0.034809420326573456
4.0,8,9,5,1,4,25.0,-0.035986983798062595
4.0,8,9,5,2,4,47.0,0.04549555343406682
4.0,8,9,6,1,4,39.0,0.03567769605917278
4.0,8,9,6,2,4,36.0,0.04376450292246146
4.0,8,9,7,1,4,28.0,0.048651102107106096
4.0,8,9,7,2,4,39.0,0.03528411585931986
4.0,8,9,8,1,4,31.0,0.03288841342226074
4.0,8,9,8,2,4,26.0,0.015198110534530553
4.0,8,9,9,1,4,38.0,0.034656017202688474
4.0,8,9,9,2,4,38.0,0.03846036993145152
4.0,9,4,4,1,4,35.0,-0.04659677221449097
4.0,9,4,4,2,4,35.0,-0.06223576311816587
4.0,9,4,5,1,4,28.0,-0.06902994228396624
4.0,9,4,5,2,4,30.0,-0.059941882936007815
4.0,9,4,6,1,4,26.0,-0.07552260984704409
4.0,9,4,6,2,4,32.0,-0.06654878304944224
4.0,9,4,7,1,4,34.0,-0.052175765068148784
4.0,9,4,7,2,4,25.0,-0.07672359720574506
4.0,9,4,8,1,4,27.0,-0.07127924418012341
4.0,9,4,8,2,4,35.0,-0.06342560702090029
4.0,9,4,9,1,4,25.0,-0.07984036560812856
4.0,9,4,9,2,4,29.0,-0.07002294095981258
4.0,9,5,4,1,4,22.0,-0.06224083632862125
4.0,9,5,4,2,4,32.0,-0.03036522608310918
4.0,9,5,5,1,4,28.0,-0.08871846116458637
4.0,9,5,5,2,4,29.0,-0.05761809435139056
4.0,9,5,6,1,4,30.0,-0.07527514225547548
4.0,9,5,6,2,4,31.0,-0.06432864491002606
4.0,9,5,7,1,4,28.0,-0.057474721155898634
4.0,9,5,7,2,4,48.0,0.042476594103624477
4.0,9,5,8,1,4,30.0,-0.07605149099339627
4.0,9,5,8,2,4,30.0,-0.07978718289334687
4.0,9,5,9,1,4,26.0,-0.010860968191423974
4.0,9,5,9,2,4,40.0,0.0393343248562411
4.0,9,6,4,1,4,49.0,0.04530776446545256
4.0,9,6,4,2,4,31.0,-0.014955434598077489
4.0,9,6,5,1,4,36.0,-0.0586606854404008
4.0,9,6,5,2,4,55.0,0.046305571470811636
4.0,9,6,6,1,4,43.0,0.026334121894674115
4.0,9,6,6,2,4,31.0,-0.05479422919077969
4.0,9,6,7,1,4,26.0,-0.06345175734734108
4.0,9,6,7,2,4,45.0,0.025239871593136926
4.0,9,6,8,1,4,48.0,0.029864614262135682
4.0,9,6,8,2,4,27.0,-0.05382020284931944
4.0,9,6,9,1,4,32.0,-0.04847839024865769
4.0,9,6,9,2,4,34.0,-0.04266514726093108
4.0,9,7,4,1,4,35.0,0.022822449899277487
4.0,9,7,4,2,4,26.0,-0.04633010427412835
4.0,9,7,5,1,4,32.0,-0.022683044646559493
4.0,9,7,5,2,4,26.0,-0.04080069924045763
4.0,9,7,6,1,4,44.0,0.04644784181969543
4.0,9,7,6,2,4,36.0,-0.010789768046613097
4.0,9,7,7,1,4,32.0,-0.0335378627871395
4.0,9,7,7,2,4,48.0,0.05601655521692777
4.0,9,7,8,1,4,27.0,-0.03282674577888774
4.0,9,7,8,2,4,47.0,0.058641469677789146
4.0,9,7,9,1,4,46.0,0.03994029899600754
4.0,9,7,9,2,4,36.0,0.035745348768840876
4.0,9,8,4,1,4,48.0,0.04661519971501001
4.0,9,8,4,2,4,43.0,0.03549422964809663
4.0,9,8,5,1,4,31.0,0.024897129865707027
4.0,9,8,5,2,4,43.0,0.03133953698916726
4.0,9,8,6,1,4,44.0,0.042825768963886415
4.0,9,8,6,2,4,36.0,0.04994633457899523
4.0,9,8,7,1,4,47.0,0.06286494814788987
4.0,9,8,7,2,4,37.0,0.037364836333784054
4.0,9,8,8,1,4,44.0,0.04353718464300086
4.0,9,8,8,2,4,27.0,-0.01405090874762139
4.0,9,8,9,1,4,40.0,0.03132405730068042
4.0,9,8,9,2,4,34.0,0.021001267170359984
4.0,9,9,4,1,4,44.0,0.04645178133418441
4.0,9,9,4,2,4,33.0,0.03748488560081509
4.0,9,9,5,1,4,26.0,-0.0406328613472368
4.0,9,9,5,2,4,39.0,0.04052322814207832
4.0,9,9,6,1,4,39.0,0.0400481113444684
4.0,9,9,6,2,4,38.0,0.033669387562006
4.0,9,9,7,1,4,31.0,0.036566101709551886
4.0,9,9,7,2,4,33.0,0.03586854744180267
4.0,9,9,8,1,4,40.0,0.04262315391308189
4.0,9,9,8,2,4,42.0,0.03644938974771979
4.0,9,9,9,1,4,31.0,0.045223462999216875
4.0,9,9,9,2,4,32.0,0.021707095910841866
7.0,4,4,4,1,4,29.0,-0.053801270875436
7.0,4,4,4,2,4,30.0,-0.035850172428986304
7.0,4,4,5,1,4,30.0,-0.06737752200458187
7.0,4,4,5,2,4,28.0,-0.06385717461148523
7.0,4,4,6,1,4,28.0,-0.04452565487741452
7.0,4,4,6,2,4,29.0,-0.06730544708612683
7.0,4,4,7,1,4,33.0,-0.042926548064154024
7.0,4,4,7,2,4,48.0,0.060755551677355
7.0,4,4,8,1,4,34.0,0.017259458993525895
7.0,4,4,8,2,4,25.0,-0.0821698328711822
7.0,4,4,9,1,4,26.0,-0.08316687222375092
7.0,4,4,9,2,4,40.0,0.03647702867157687
7.0,4,5,4,1,4,49.0,0.04274838937659018
7.0,4,5,4,2,4,28.0,-0.07178303386670742
7.0,4,5,5,1,4,48.0,0.04438566927791602
7.0,4,5,5,2,4,33.0,0.017354022466858594
7.0,4,5,6,1,4,43.0,0.04960917270345446
7.0,4,5,6,2,4,32.0,-0.03664122945693985
7.0,4,5,7,1,4,46.0,0.05839519613542957
7.0,4,5,7,2,4,29.0,-0.06292144659063514
7.0,4,5,8,1,4,31.0,-0.016865239461417093
7.0,4,5,8,2,4,40.0,0.024755608938604835
7.0,4,5,9,1,4,25.0,-0.11389342156947835
7.0,4,5,9,2,4,40.0,0.035428967394565
7.0,4,6,4,1,4,44.0,0.037750542816185506
7.0,4,6,4,2,4,43.0,0.040950376035275605
7.0,4,6,5,1,4,35.0,0.03409750127334592
7.0,4,6,5,2,4,43.0,0.04648361806188525
7.0,4,6,6,1,4,28.0,-0.04507457984584602
7.0,4,6,6,2,4,39.0,0.045006121818353145
7.0,4,6,7,1,4,25.0,-0.04743975067182046
7.0,4,6,7,2,4,43.0,0.028685741435588056
7.0,4,6,8,1,4,40.0,0.05065106946083165
7.0,4,6,8,2,4,35.0,0.029715766648162303
7.0,4,6,9,1,4,24.0,-0.06824639466181866
7.0,4,6,9,2,4,46.0,0.03676935894825681
7.0,4,7,4,1,4,43.0,0.0367834906956675
7.0,4,7,4,2,4,30.0,0.029919147564295537
7.0,4,7,5,1,4,31.0,0.03889951487214023
7.0,4,7,5,2,4,37.0,0.03630534052119607
7.0,4,7,6,1,4,38.0,0.043814399431835224
7.0,4,7,6,2,4,27.0,-0.045600445359662074
7.0,4,7,7,1,4,40.0,0.052041305292612375
7.0,4,7,7,2,4,42.0,0.04278078031029669
7.0,4,7,8,1,4,39.0,0.030012364592870454
7.0,4,7,8,2,4,35.0,0.04722574842206205
7.0,4,7,9,1,4,28.0,0.010293052471258952
7.0,4,7,9,2,4,30.0,-0.045816497610831924
7.0,4,8,4,1,4,35.0,0.03349145726244136
7.0,4,8,4,2,4,40.0,0.039420541763451854
7.0,4,8,5,1,4,38.0,0.02915407356270715
7.0,4,8,5,2,4,27.0,0.022425596404787647
7.0,4,8,6,1,4,34.0,0.037927634537582744
7.0,4,8,6,2,4,33.0,0.03969264639986844
7.0,4,8,7,1,4,32.0,0.041411702270483505
7.0,4,8,7,2,4,36.0,0.04444634393448466
7.0,4,8,8,1,4,33.0,0.038441871290959544
7.0,4,8,8,2,4,38.0,0.044552341956537914
7.0,4,8,9,1,4,35.0,0.046528615189899425
7.0,4,8,9,2,4,50.0,0.06254354702760048
7.0,4,9,4,1,4,33.0,0.03336189859111151
7.0,4,9,4,2,4,25.0,0.008984644755188485
7.0,4,9,5,1,4,46.0,0.0381613907286881
7.0,4,9,5,2,4,29.0,0.028631246436932673
7.0,4,9,6,1,4,35.0,0.039943775875062044
7.0,4,9,6,2,4,32.0,0.03965022095685583
7.0,4,9,7,1,4,36.0,0.034876575725071045
7.0,4,9,7,2,4,34.0,0.026981661743718188
7.0,4,9,8,1,4,34.0,0.04072585281056838
7.0,4,9,8,2,4,36.0,0.015030754994588795
7.0,4,9,9,1,4,32.0,0.0492811294284842
7.0,4,9,9,2,4,39.0,0.04814552429495265
7.0,5,4,4,1,4,25.0,-0.07565242359655826
7.0,5,4,4,2,4,31.0,-0.0709448154975051
7.0,5,4,5,1,4,36.0,-0.0005459384044770078
7.0,5,4,5,2,4,29.0,-0.06351680701745693
7.0,5,4,6,1,4,54.0,0.05029635986226576
7.0,5,4,6,2,4,34.0,-0.04372230965753556
7.0,5,4,7,1,4,47.0,0.052617540672320336
7.0,5,4,7,2,4,30.0,-0.059072429641742544
7.0,5,4,8,1,4,25.0,-0.06284387287773706
7.0,5,4,8,2,4,27.0,-0.05135528730019572
7.0,5,4,9,1,4,25.0,-0.06435308827317619
7.0,5,4,9,2,4,29.0,-0.11718490338884811
7.0,5,5,4,1,4,28.0,-0.023321164014535312
7.0,5,5,4,2,4,31.0,-0.019836428297014104
7.0,5,5,5,1,4,26.0,-0.06172606159261033
7.0,5,5,5,2,4,25.0,-0.057862187417754334
7.0,5,5,6,1,4,64.0,0.040680848158716844
7.0,5,5,6,2,4,24.0,-0.048335266143923916
7.0,5,5,7,1,4,51.0,0.06055845129674565
7.0,5,5,7,2,4,28.0,-0.06715646253848026
7.0,5,5,8,1,4,31.0,-0.027789982943095138
7.0,5,5,8,2,4,51.0,0.053096581070232185
7.0,5,5,9,1,4,45.0,0.05871926771295334
7.0,5,5,9,2,4,25.0,-0.05641761820756168
7.0,5,6,4,1,4,44.0,0.04647444402035746
7.0,5,6,4,2,4,37.0,0.03680606382694217
7.0,5,6,5,1,4,26.0,-0.04263402132160763
7.0,5,6,5,2,4,36.0,0.02977686095454063
7.0,5,6,6,1,4,47.0,0.05131170984746862
7.0,5,6,6,2,4,37.0,0.03669930307828047
7.0,5,6,7,1,4,45.0,0.04173305136591858
7.0,5,6,7,2,4,32.0,0.042820200318322746
7.0,5,6,8,1,4,29.0,-0.029476267588858976
7.0,5,6,8,2,4,46.0,0.043751264686501604
7.0,5,6,9,1,4,28.0,-0.03961556744871525
7.0,5,6,9,2,4,27.0,-0.05624749568774356
7.0,5,7,4,1,4,41.0,0.03284105704875617
7.0,5,7,4,2,4,38.0,0.032009785199756696
7.0,5,7,5,1,4,35.0,0.0427843577461854
7.0,5,7,5,2,4,42.0,0.04057342753585113
7.0,5,7,6,1,4,51.0,0.04929751619134313
7.0,5,7,6,2,4,32.0,0.027708693690686917
7.0,5,7,7,1,4,32.0,0.035470895258915676
7.0,5,7,7,2,4,31.0,-0.014581440102743613
7.0,5,7,8,1,4,46.0,0.038262183392157735
7.0,5,7,8,2,4,27.0,-0.04146869592845937
7.0,5,7,9,1,4,38.0,0.04732720316716766
7.0,5,7,9,2,4,44.0,0.04373404808260663
7.0,5,8,4,1,4,31.0,0.02892572526932496
7.0,5,8,4,2,4,35.0,0.036855408851881696
7.0,5,8,5,1,4,39.0,0.03953506016743523
7.0,5,8,5,2,4,35.0,0.029762076008658496
7.0,5,8,6,1,4,39.0,0.03493654646373279
7.0,5,8,6,2,4,37.0,0.03528011177531366
7.0,5,8,7,1,4,35.0,0.03641461926162076
7.0,5,8,7,2,4,36.0,0.03705563523073268
7.0,5,8,8,1,4,50.0,0.04772267927329258
7.0,5,8,8,2,4,46.0,0.05668965855744966
7.0,5,8,9,1,4,45.0,0.04878666607776108
7.0,5,8,9,2,4,27.0,-0.04385435256071746
7.0,5,9,4,1,4,39.0,0.03707631505116193
7.0,5,9,4,2,4,34.0,0.03428779513772405
7.0,5,9,5,1,4,33.0,0.03015588267534271
7.0,5,9,5,2,4,34.0,0.04118446261840773
7.0,5,9,6,1,4,36.0,0.03351019363486656
7.0,5,9,6,2,4,37.0,0.03526326873179584
7.0,5,9,7,1,4,37.0,0.03390600300673589
7.0,5,9,7,2,4,43.0,0.05012990828188171
7.0,5,9,8,1,4,27.0,0.008633873222286485
7.0,5,9,8,2,4,36.0,0.035459594718456874
7.0,5,9,9,1,4,33.0,0.02199630872597051
7.0,5,9,9,2,4,32.0,0.04337068803360449
7.0,6,4,4,1,4,56.0,0.0448642793472723
7.0,6,4,4,2,4,31.0,-0.04548926375791796
7.0,6,4,5,1,4,27.0,-0.06860187372609879
7.0,6,4,5,2,4,28.0,-0.07925098412382489
7.0,6,4,6,1,4,29.0,-0.054457450604970016
7.0,6,4,6,2,4,32.0,-0.052009965943643634
7.0,6,4,7,1,4,27.0,-0.06885191884867355
7.0,6,4,7,2,4,28.0,-0.08347307157117756
7.0,6,4,8,1,4,25.0,-0.09974222475057144
7.0,6,4,8,2,4,32.0,-0.06395523663055455
7.0,6,4,9,1,4,26.0,-0.07093359206233629
7.0,6,4,9,2,4,28.0,-0.07437102943061967
7.0,6,5,4,1,4,26.0,-0.04921797182273296
7.0,6,5,4,2,4,28.0,-0.0581389117634687
7.0,6,5,5,1,4,28.0,-0.05977235634074104
7.0,6,5,5,2,4,39.0,0.036780684510016655
7.0,6,5,6,1,4,28.0,-0.05289031921228975
7.0,6,5,6,2,4,31.0,-0.052186814435233646
7.0,6,5,7,1,4,28.0,-0.045623105924285756
7.0,6,5,7,2,4,49.0,0.04261525488711779
7.0,6,5,8,1,4,31.0,-0.06874639294918823
7.0,6,5,8,2,4,26.0,-0.0729202124347175
7.0,6,5,9,1,4,32.0,-0.05620423138415143
7.0,6,5,9,2,4,39.0,0.05069522121489101
7.0,6,6,4,1,4,28.0,-0.049754048209901154
7.0,6,6,4,2,4,40.0,0.03429575985098238
7.0,6,6,5,1,4,48.0,0.04526451105250754
7.0,6,6,5,2,4,29.0,-0.04268347863750851
7.0,6,6,6,1,4,45.0,0.03102604318295668
7.0,6,6,6,2,4,85.0,0.04090051716628925
7.0,6,6,7,1,4,30.0,-0.044413926455146184
7.0,6,6,7,2,4,28.0,-0.02811665531744582
7.0,6,6,8,1,4,61.0,0.06131834183322945
7.0,6,6,8,2,4,26.0,-0.031256804078948146
7.0,6,6,9,1,4,28.0,-0.0668413976546983
7.0,6,6,9,2,4,41.0,0.04425096400445956
7.0,6,7,4,1,4,44.0,0.04040965868733089
7.0,6,7,4,2,4,37.0,0.036657278573289195
7.0,6,7,5,1,4,30.0,-0.019334893108348412
7.0,6,7,5,2,4,23.0,-0.047877498631177365
7.0,6,7,6,1,4,36.0,0.012456764543873232
7.0,6,7,6,2,4,44.0,0.044682281548090126
7.0,6,7,7,1,4,45.0,0.045348383180067585
7.0,6,7,7,2,4,39.0,0.03914762174737274
7.0,6,7,8,1,4,48.0,0.051971690338612785
7.0,6,7,8,2,4,31.0,-0.031114726232005892
7.0,6,7,9,1,4,32.0,0.017436154995973892
7.0,6,7,9,2,4,44.0,0.04160800896232146
7.0,6,8,4,1,4,37.0,0.03583063761592683
7.0,6,8,4,2,4,37.0,0.03562065760622191
7.0,6,8,5,1,4,37.0,0.03054457003751178
7.0,6,8,5,2,4,46.0,0.04077848113514454
7.0,6,8,6,1,4,39.0,0.04300619701734648
7.0,6,8,6,2,4,40.0,0.03928956579644057
7.0,6,8,7,1,4,39.0,0.04478179027881065
7.0,6,8,7,2,4,42.0,0.04989092372964469
7.0,6,8,8,1,4,44.0,0.05543661404990468
7.0,6,8,8,2,4,36.0,0.030341673529434742
7.0,6,8,9,1,4,35.0,0.050636879339733154
7.0,6,8,9,2,4,45.0,0.052498049610910424
7.0,6,9,4,1,4,29.0,0.023395442116241862
7.0,6,9,4,2,4,41.0,0.0319640978957134
7.0,6,9,5,1,4,40.0,0.03116352087156191
7.0,6,9,5,2,4,38.0,0.030172227820259887
7.0,6,9,6,1,4,41.0,0.04477095458022457
7.0,6,9,6,2,4,43.0,0.044049276487951365
7.0,6,9,7,1,4,35.0,0.03586935067410861
7.0,6,9,7,2,4,31.0,0.025687635750872448
7.0,6,9,8,1,4,37.0,0.04480318333652591
7.0,6,9,8,2,4,38.0,0.030616296631022426
7.0,6,9,9,1,4,44.0,0.046176812039042704
7.0,6,9,9,2,4,35.0,0.04339702948310772
7.0,7,4,4,1,4,32.0,-0.03732862227884419
7.0,7,4,4,2,4,28.0,-0.06192045782213027
7.0,7,4,5,1,4,30.0,-0.0552094133230531
7.0,7,4,5,2,4,29.0,-0.0730351129419395
7.0,7,4,6,1,4,28.0,-0.07540812649996326
7.0,7,4,6,2,4,32.0,-0.06930334904948994
7.0,7,4,7,1,4,28.0,-0.09643730812344956
7.0,7,4,7,2,4,40.0,0.02423106144035135
7.0,7,4,8,1,4,30.0,-0.08775732775204878
7.0,7,4,8,2,4,32.0,-0.08266580046843276
7.0,7,4,9,1,4,25.0,-0.07947046194448897
7.0,7,4,9,2,4,31.0,-0.0590184163153936
7.0,7,5,4,1,4,29.0,-0.06855102316921007
7.0,7,5,4,2,4,51.0,0.04457093557913624
7.0,7,5,5,1,4,24.0,-0.06858519548885805
7.0,7,5,5,2,4,28.0,-0.07029106721644922
