advantage,n_random,n_fund,n_chart,n_mm_slow,n_mm_fast,time_dt,price_dt
11.0,8,5,8,1,4,40.0,-0.018077110488272343
11.0,8,5,8,2,4,30.0,-0.07765084493606117
11.0,8,5,9,1,4,31.0,-0.07628050374525099
11.0,8,5,9,2,4,28.0,-0.07098904163813291
11.0,8,6,4,1,4,27.0,-0.07459802165060668
11.0,8,6,4,2,4,33.0,-0.05781399430114785
11.0,8,6,5,1,4,62.0,0.04653011248290494
11.0,8,6,5,2,4,28.0,-0.039762953234905835
11.0,8,6,6,1,4,28.0,-0.05602732517880916
11.0,8,6,6,2,4,50.0,0.04372190119807712
11.0,8,6,7,1,4,36.0,-0.0261954893337543
11.0,8,6,7,2,4,34.0,-0.028079760422430523
11.0,8,6,8,1,4,52.0,0.05554192508732803
11.0,8,6,8,2,4,31.0,-0.03212949333329793
11.0,8,6,9,1,4,30.0,-0.06954683860626219
11.0,8,6,9,2,4,28.0,-0.0806414976862273
11.0,8,7,4,1,4,47.0,0.044169538294240016
11.0,8,7,4,2,4,30.0,-0.04586190467570947
11.0,8,7,5,1,4,42.0,0.03405276431466035
11.0,8,7,5,2,4,32.0,-0.015963559967324112
11.0,8,7,6,1,4,30.0,-0.03574447618583455
11.0,8,7,6,2,4,28.0,-0.03813446330970917
11.0,8,7,7,1,4,27.0,-0.04687133797938398
11.0,8,7,7,2,4,54.0,0.06070427739221982
11.0,8,7,8,1,4,29.0,-0.049699370705423185
11.0,8,7,8,2,4,46.0,0.038026109742030786
11.0,8,7,9,1,4,26.0,-0.05349304554842926
11.0,8,7,9,2,4,31.0,-0.03895023735730358
11.0,8,8,4,1,4,42.0,0.03801744957703796
11.0,8,8,4,2,4,41.0,0.03975345328072342
11.0,8,8,5,1,4,45.0,0.04352438329276874
11.0,8,8,5,2,4,49.0,0.046551263189753986
11.0,8,8,6,1,4,24.0,-0.049128100664792715
11.0,8,8,6,2,4,31.0,-0.00033648318235235164
11.0,8,8,7,1,4,29.0,-0.039113926754030484
11.0,8,8,7,2,4,43.0,0.04887681577169543
11.0,8,8,8,1,4,54.0,0.045647020425246036
11.0,8,8,8,2,4,25.0,-0.05218061525738036
11.0,8,8,9,1,4,27.0,-0.033036607123572655
11.0,8,8,9,2,4,33.0,0.024481480384096373
11.0,8,9,4,1,4,36.0,0.0318698455381356
11.0,8,9,4,2,4,35.0,0.029218090659989156
11.0,8,9,5,1,4,36.0,0.0370759872435622
11.0,8,9,5,2,4,43.0,0.03434398530310946
11.0,8,9,6,1,4,32.0,0.026883859387347938
11.0,8,9,6,2,4,28.0,-0.04737727416383255
11.0,8,9,7,1,4,40.0,0.03745607928694426
11.0,8,9,7,2,4,29.0,-0.03842268385331811
11.0,8,9,8,1,4,39.0,0.027786111048928423
11.0,8,9,8,2,4,38.0,0.05227134787319923
11.0,8,9,9,1,4,43.0,0.05141590439620914
11.0,8,9,9,2,4,41.0,0.04011903948305296
11.0,9,4,4,1,4,32.0,-0.0816209956260153
11.0,9,4,4,2,4,37.0,-0.05748995127610851
11.0,9,4,5,1,4,32.0,-0.046845969399057934
11.0,9,4,5,2,4,37.0,-0.04352456201941575
11.0,9,4,6,1,4,30.0,-0.07194736389766729
11.0,9,4,6,2,4,34.0,-0.07352103069344766
11.0,9,4,7,1,4,33.0,-0.08295839051654952
11.0,9,4,7,2,4,38.0,-0.051644200467513446
11.0,9,4,8,1,4,32.0,-0.07097623732302961
11.0,9,4,8,2,4,34.0,-0.08849808178836688
11.0,9,4,9,1,4,29.0,-0.10075150214536459
11.0,9,4,9,2,4,30.0,-0.08823114899272953
11.0,9,5,4,1,4,35.0,-0.02383550545920974
11.0,9,5,4,2,4,31.0,-0.037852059281692954
11.0,9,5,5,1,4,31.0,-0.059975102012455477
11.0,9,5,5,2,4,32.0,-0.04432716529106898
11.0,9,5,6,1,4,36.0,-0.04141824326623002
11.0,9,5,6,2,4,31.0,-0.05119012153268103
11.0,9,5,7,1,4,31.0,-0.03976516774191074
11.0,9,5,7,2,4,30.0,-0.05536183177119074
11.0,9,5,8,1,4,38.0,-0.04336871069643574
11.0,9,5,8,2,4,37.0,-0.061366155660408574
11.0,9,5,9,1,4,30.0,-0.07087604716223406
11.0,9,5,9,2,4,31.0,-0.06968777377742602
11.0,9,6,4,1,4,41.0,-0.034248647070004794
11.0,9,6,4,2,4,28.0,-0.04036479945799028
11.0,9,6,5,1,4,30.0,-0.07211976893162574
11.0,9,6,5,2,4,31.0,-0.029859321509009593
11.0,9,6,6,1,4,31.0,-0.040246734699389594
11.0,9,6,6,2,4,30.0,-0.05078579120532489
11.0,9,6,7,1,4,29.0,-0.05781878460406448
11.0,9,6,7,2,4,29.0,-0.07875348780316874
11.0,9,6,8,1,4,29.0,-0.05544266503786023
11.0,9,6,8,2,4,41.0,-0.007826901817658527
11.0,9,6,9,1,4,30.0,-0.06349755699131557
11.0,9,6,9,2,4,29.0,-0.05725815188710046
11.0,9,7,4,1,4,45.0,0.03667897721881863
11.0,9,7,4,2,4,30.0,-0.04092215946368081
11.0,9,7,5,1,4,45.0,0.040280410231273024
11.0,9,7,5,2,4,51.0,0.0391227574127094
11.0,9,7,6,1,4,34.0,-0.021574231996857877
11.0,9,7,6,2,4,31.0,-0.04127920086544749
11.0,9,7,7,1,4,38.0,-0.021522496507496235
11.0,9,7,7,2,4,47.0,0.03610051703833304
11.0,9,7,8,1,4,30.0,-0.04988438493191936
11.0,9,7,8,2,4,29.0,-0.04984781195602984
11.0,9,7,9,1,4,30.0,-0.0426425042577727
11.0,9,7,9,2,4,29.0,-0.0541147912409798
11.0,9,8,4,1,4,38.0,0.03486014052706934
11.0,9,8,4,2,4,44.0,0.03794849240714033
11.0,9,8,5,1,4,29.0,-0.016283527414010294
11.0,9,8,5,2,4,40.0,0.04013401098353528
11.0,9,8,6,1,4,29.0,-0.04661521288608451
11.0,9,8,6,2,4,41.0,0.03361694108463706
11.0,9,8,7,1,4,34.0,-0.01834331293418785
11.0,9,8,7,2,4,27.0,-0.040089302276713756
11.0,9,8,8,1,4,27.0,-0.06530258961635269
11.0,9,8,8,2,4,29.0,-0.022762588978755837
11.0,9,8,9,1,4,54.0,0.059060088611056036
11.0,9,8,9,2,4,29.0,-0.06685100656430261
11.0,9,9,4,1,4,41.0,0.03321338520326787
11.0,9,9,4,2,4,47.0,0.041697954521431324
11.0,9,9,5,1,4,35.0,0.027646452402534844
11.0,9,9,5,2,4,48.0,0.04362226007949943
11.0,9,9,6,1,4,45.0,0.041518854930102614
11.0,9,9,6,2,4,39.0,0.035122353729796156
11.0,9,9,7,1,4,33.0,-0.014758904951192831
11.0,9,9,7,2,4,43.0,0.04546584016343708
11.0,9,9,8,1,4,34.0,0.001144847359897958
11.0,9,9,8,2,4,48.0,0.0382906695723972
11.0,9,9,9,1,4,38.0,0.03718457257282865
11.0,9,9,9,2,4,27.0,-0.047438525798464026
16.0,4,4,4,1,4,30.0,-0.0754700530533418
16.0,4,4,4,2,4,40.0,0.006190136497983946
16.0,4,4,5,1,4,29.0,-0.06076014640266186
16.0,4,4,5,2,4,29.0,-0.021354825923387263
16.0,4,4,6,1,4,53.0,0.05327342978672074
16.0,4,4,6,2,4,30.0,-0.06601585547745141
16.0,4,4,7,1,4,29.0,-0.06415095964180166
16.0,4,4,7,2,4,34.0,-0.0880688248315014
16.0,4,4,8,1,4,26.0,-0.07065642101225442
16.0,4,4,8,2,4,29.0,-0.06192175259658456
16.0,4,4,9,1,4,24.0,-0.11395949480595696
16.0,4,4,9,2,4,33.0,-0.08098510232646255
16.0,4,5,4,1,4,53.0,0.037502387428737946
16.0,4,5,4,2,4,26.0,-0.06649989602358782
16.0,4,5,5,1,4,37.0,-0.006296058406243686
16.0,4,5,5,2,4,56.0,0.04597892646232982
16.0,4,5,6,1,4,52.0,0.04798663286703369
16.0,4,5,6,2,4,30.0,-0.04835504336453596
16.0,4,5,7,1,4,45.0,0.0446968814971698
16.0,4,5,7,2,4,26.0,-0.0828862223550363
16.0,4,5,8,1,4,28.0,-0.04471279524520628
16.0,4,5,8,2,4,28.0,-0.07473116371277408
16.0,4,5,9,1,4,29.0,-0.06387152233155217
16.0,4,5,9,2,4,45.0,0.034150946800306885
16.0,4,6,4,1,4,42.0,0.03514282510213635
16.0,4,6,4,2,4,33.0,0.03739385336475794
16.0,4,6,5,1,4,66.0,0.03767627338205307
16.0,4,6,5,2,4,43.0,0.044382104515339395
16.0,4,6,6,1,4,26.0,-0.05355027813990609
16.0,4,6,6,2,4,28.0,-0.08432667940308
16.0,4,6,7,1,4,39.0,0.052792856420806535
16.0,4,6,7,2,4,26.0,-0.07410646784956719
16.0,4,6,8,1,4,34.0,-0.027229687953928626
16.0,4,6,8,2,4,44.0,0.05855885919962146
16.0,4,6,9,1,4,26.0,-0.047011906266931885
16.0,4,6,9,2,4,41.0,0.03283474641215835
16.0,4,7,4,1,4,37.0,0.028932637145050403
16.0,4,7,4,2,4,41.0,0.03775327913729337
16.0,4,7,5,1,4,45.0,0.04519015585690178
16.0,4,7,5,2,4,48.0,0.0472994934941352
16.0,4,7,6,1,4,45.0,0.042244254337050716
16.0,4,7,6,2,4,24.0,-0.0427632767034155
16.0,4,7,7,1,4,44.0,0.046653875650866976
16.0,4,7,7,2,4,26.0,-0.06990481895047775
16.0,4,7,8,1,4,36.0,0.02868846264997478
16.0,4,7,8,2,4,40.0,0.036240643303078975
16.0,4,7,9,1,4,50.0,0.05272335576999865
16.0,4,7,9,2,4,27.0,-0.03430560619995583
16.0,4,8,4,1,4,27.0,0.02297385854895263
16.0,4,8,4,2,4,35.0,0.03499392668966542
16.0,4,8,5,1,4,34.0,0.038040241741304014
16.0,4,8,5,2,4,32.0,0.013734294396396991
16.0,4,8,6,1,4,43.0,0.04793693836094548
16.0,4,8,6,2,4,42.0,0.048547681106935775
16.0,4,8,7,1,4,35.0,0.02966819777885312
16.0,4,8,7,2,4,38.0,0.028495596066223754
16.0,4,8,8,1,4,41.0,0.04715401234317186
16.0,4,8,8,2,4,32.0,0.0339082129580468
16.0,4,8,9,1,4,35.0,0.03569748481297265
16.0,4,8,9,2,4,41.0,0.04616953509166115
16.0,4,9,4,1,4,33.0,0.035217282126900146
16.0,4,9,4,2,4,38.0,0.03513850579068374
16.0,4,9,5,1,4,32.0,0.04141746179743396
16.0,4,9,5,2,4,43.0,0.04092849434125871
16.0,4,9,6,1,4,38.0,0.0381691951613489
16.0,4,9,6,2,4,38.0,0.03651469363140469
16.0,4,9,7,1,4,31.0,0.03754613627710864
16.0,4,9,7,2,4,32.0,0.043385059238051686
16.0,4,9,8,1,4,36.0,0.03805217174225345
16.0,4,9,8,2,4,32.0,0.03973334323310142
16.0,4,9,9,1,4,33.0,0.040932181099457954
16.0,4,9,9,2,4,40.0,0.04046467559531285
16.0,5,4,4,1,4,32.0,-0.0638864948353443
16.0,5,4,4,2,4,27.0,-0.060810693854340646
16.0,5,4,5,1,4,28.0,-0.07316390175184384
16.0,5,4,5,2,4,28.0,-0.061736594563948914
16.0,5,4,6,1,4,29.0,-0.06444171653375512
16.0,5,4,6,2,4,31.0,-0.07423104898184564
16.0,5,4,7,1,4,30.0,-0.07824010513815045
16.0,5,4,7,2,4,41.0,-0.08655424455076591
16.0,5,4,8,1,4,30.0,-0.07588331482550648
16.0,5,4,8,2,4,32.0,-0.077548441179948
16.0,5,4,9,1,4,28.0,-0.03850232100504263
16.0,5,4,9,2,4,40.0,-0.04354701813988086
16.0,5,5,4,1,4,47.0,0.041836620951829766
16.0,5,5,4,2,4,26.0,0.0007087436789411527
16.0,5,5,5,1,4,31.0,-0.06745497486735426
16.0,5,5,5,2,4,28.0,-0.07965289585998227
16.0,5,5,6,1,4,51.0,-0.0009876033791967177
16.0,5,5,6,2,4,27.0,-0.07903108893343015
16.0,5,5,7,1,4,27.0,-0.06953888453538243
16.0,5,5,7,2,4,26.0,-0.05757611545651071
16.0,5,5,8,1,4,26.0,-0.10278205759520981
16.0,5,5,8,2,4,28.0,-0.04750025396846126
16.0,5,5,9,1,4,28.0,-0.03220659860295529
16.0,5,5,9,2,4,25.0,-0.07435677100628546
16.0,5,6,4,1,4,42.0,0.036767091807112726
16.0,5,6,4,2,4,22.0,-0.0797678527147127
16.0,5,6,5,1,4,51.0,0.049351494395748374
16.0,5,6,5,2,4,26.0,-0.051975154337611684
16.0,5,6,6,1,4,47.0,0.043307843942714544
16.0,5,6,6,2,4,29.0,-0.0508857919324277
16.0,5,6,7,1,4,36.0,-0.035528494441391195
16.0,5,6,7,2,4,52.0,0.05001007094097218
16.0,5,6,8,1,4,31.0,-0.058170351341809826
16.0,5,6,8,2,4,27.0,-0.05826253812125444
16.0,5,6,9,1,4,41.0,0.05823521586583282
16.0,5,6,9,2,4,26.0,-0.07176433015179096
16.0,5,7,4,1,4,50.0,0.04293721182499976
16.0,5,7,4,2,4,36.0,0.030732717987367247
16.0,5,7,5,1,4,48.0,0.042898982995136926
16.0,5,7,5,2,4,43.0,0.0425034633433052
16.0,5,7,6,1,4,37.0,0.03293334831998694
16.0,5,7,6,2,4,27.0,-0.05365298524491416
16.0,5,7,7,1,4,41.0,0.039832789344933194
16.0,5,7,7,2,4,40.0,0.043697331495756574
16.0,5,7,8,1,4,28.0,-0.04012232946971055
16.0,5,7,8,2,4,43.0,0.03423513947972776
16.0,5,7,9,1,4,26.0,-0.06264449939443086
16.0,5,7,9,2,4,33.0,-0.008079385159943414
16.0,5,8,4,1,4,31.0,0.03250149168130533
16.0,5,8,4,2,4,36.0,0.03002101026046277
16.0,5,8,5,1,4,34.0,0.042265041084608296
16.0,5,8,5,2,4,44.0,0.04670111041185829
16.0,5,8,6,1,4,34.0,0.04123734564523829
16.0,5,8,6,2,4,28.0,-0.02865614944055549
16.0,5,8,7,1,4,35.0,0.04014040332413253
16.0,5,8,7,2,4,33.0,0.033185014404913074
16.0,5,8,8,1,4,49.0,0.050243795352228275
16.0,5,8,8,2,4,27.0,-0.03695984554096937
16.0,5,8,9,1,4,39.0,0.04736871607693501
16.0,5,8,9,2,4,48.0,0.05268552815852515
16.0,5,9,4,1,4,31.0,0.0296846083649664
16.0,5,9,4,2,4,41.0,0.03805380192001377
16.0,5,9,5,1,4,35.0,0.04143867482619105
16.0,5,9,5,2,4,37.0,0.04022338226838695
16.0,5,9,6,1,4,31.0,0.03895498951426937
16.0,5,9,6,2,4,37.0,0.03178463998160683
16.0,5,9,7,1,4,45.0,0.057514056858709486
16.0,5,9,7,2,4,42.0,0.04319788317950507
16.0,5,9,8,1,4,37.0,0.0400921425377555
16.0,5,9,8,2,4,33.0,0.04079679609523386
16.0,5,9,9,1,4,44.0,0.05605880387652975
16.0,5,9,9,2,4,38.0,0.038445866321938596
16.0,6,4,4,1,4,36.0,-0.06786908613616414
16.0,6,4,4,2,4,34.0,-0.05025120119158036
16.0,6,4,5,1,4,32.0,-0.058845981184939826
16.0,6,4,5,2,4,32.0,-0.04487531850369989
16.0,6,4,6,1,4,28.0,-0.08821802672848923
16.0,6,4,6,2,4,31.0,-0.08246998716814068
16.0,6,4,7,1,4,31.0,-0.05495287967342191
16.0,6,4,7,2,4,34.0,-0.08395341232265309
16.0,6,4,8,1,4,24.0,-0.08957924608515001
16.0,6,4,8,2,4,60.0,0.048823828591678935
16.0,6,4,9,1,4,29.0,-0.0879177619009204
16.0,6,4,9,2,4,27.0,-0.0780750213096099
16.0,6,5,4,1,4,28.0,-0.06493458844058282
16.0,6,5,4,2,4,56.0,0.04612131071666582
16.0,6,5,5,1,4,32.0,-0.051969601448883344
16.0,6,5,5,2,4,26.0,-0.06438707235506987
16.0,6,5,6,1,4,40.0,-0.031330421565960026
16.0,6,5,6,2,4,29.0,-0.04421956830572061
16.0,6,5,7,1,4,27.0,-0.07679332809581164
16.0,6,5,7,2,4,45.0,0.04757621002129719
16.0,6,5,8,1,4,32.0,-0.05291120121411386
16.0,6,5,8,2,4,33.0,-0.07261623911451322
16.0,6,5,9,1,4,27.0,-0.07130692095248828
16.0,6,5,9,2,4,30.0,-0.04044035832801252
16.0,6,6,4,1,4,27.0,-0.06526620092819556
16.0,6,6,4,2,4,28.0,-0.05959084254390982
16.0,6,6,5,1,4,25.0,-0.06539745821931837
16.0,6,6,5,2,4,51.0,0.04462867982806908
16.0,6,6,6,1,4,27.0,-0.04712636888397767
16.0,6,6,6,2,4,31.0,-0.05916346875772502
16.0,6,6,7,1,4,27.0,-0.0658342497573573
16.0,6,6,7,2,4,38.0,0.039134340787058346
16.0,6,6,8,1,4,26.0,-0.059721096499836715
16.0,6,6,8,2,4,51.0,0.05216901566803394
16.0,6,6,9,1,4,43.0,0.026160769137953416
16.0,6,6,9,2,4,31.0,-0.05946052507003171
16.0,6,7,4,1,4,48.0,0.04153593757638621
16.0,6,7,4,2,4,46.0,0.03875790354776371
16.0,6,7,5,1,4,40.0,0.026028575489976776
16.0,6,7,5,2,4,28.0,-0.03801439282355957
16.0,6,7,6,1,4,42.0,0.04597923455345253
16.0,6,7,6,2,4,39.0,0.046735763271510224
16.0,6,7,7,1,4,39.0,0.030465564536485145
16.0,6,7,7,2,4,42.0,0.049671903172881976
16.0,6,7,8,1,4,49.0,0.056294521062315285
16.0,6,7,8,2,4,43.0,0.03746416695493427
16.0,6,7,9,1,4,31.0,-0.048381872326102304
16.0,6,7,9,2,4,32.0,-0.03235523295075166
16.0,6,8,4,1,4,42.0,0.036936267412987785
16.0,6,8,4,2,4,40.0,0.032210919988622994
16.0,6,8,5,1,4,41.0,0.044813772391221605
16.0,6,8,5,2,4,48.0,0.046152918942017784
16.0,6,8,6,1,4,38.0,0.042603194415384064
16.0,6,8,6,2,4,39.0,0.03915567526009509
16.0,6,8,7,1,4,39.0,0.03367960857157655
16.0,6,8,7,2,4,25.0,-0.020203165217778443
16.0,6,8,8,1,4,44.0,0.04515855963212709
16.0,6,8,8,2,4,48.0,0.04849241801211763
16.0,6,8,9,1,4,46.0,0.030394629841997676
16.0,6,8,9,2,4,53.0,0.05041625023272598
16.0,6,9,4,1,4,34.0,0.03699441056514583
16.0,6,9,4,2,4,40.0,0.02923073106045633
16.0,6,9,5,1,4,47.0,0.04454026639855822
16.0,6,9,5,2,4,39.0,0.038088653623035235
16.0,6,9,6,1,4,34.0,0.03890171405603958
16.0,6,9,6,2,4,33.0,0.03261632430762396
16.0,6,9,7,1,4,34.0,0.028335522992398852
16.0,6,9,7,2,4,39.0,0.035906316329172974
16.0,6,9,8,1,4,39.0,0.032601827278803126
16.0,6,9,8,2,4,41.0,0.039493190879808224
16.0,6,9,9,1,4,40.0,0.04801517320112131
16.0,6,9,9,2,4,40.0,0.037793458852269535
16.0,7,4,4,1,4,30.0,-0.0830328069050318
16.0,7,4,4,2,4,34.0,-0.0625631380230716
16.0,7,4,5,1,4,38.0,-0.053423696310209885
16.0,7,4,5,2,4,26.0,-0.07704680102751896
16.0,7,4,6,1,4,32.0,-0.07256712589968115
16.0,7,4,6,2,4,30.0,-0.0605700528643363
16.0,7,4,7,1,4,33.0,-0.06141691743996076
16.0,7,4,7,2,4,67.0,0.037904491722491995
16.0,7,4,8,1,4,30.0,-0.06689737904838645
16.0,7,4,8,2,4,33.0,-0.08109508824962815
16.0,7,4,9,1,4,35.0,-0.06510264323498317
16.0,7,4,9,2,4,31.0,-0.0657116782676708
16.0,7,5,4,1,4,23.0,-0.06349743209807893
16.0,7,5,4,2,4,44.0,0.04881564632099298
16.0,7,5,5,1,4,53.0,0.050122413438754745
16.0,7,5,5,2,4,36.0,-0.05294211970184424
16.0,7,5,6,1,4,35.0,-0.0311446329332588
16.0,7,5,6,2,4,31.0,-0.0603535300033871
16.0,7,5,7,1,4,40.0,0.055167957763490136
16.0,7,5,7,2,4,46.0,-0.04158787193433973
16.0,7,5,8,1,4,28.0,-0.09100574860927547
16.0,7,5,8,2,4,59.0,0.05114032657228703
16.0,7,5,9,1,4,28.0,-0.07863221915359064
16.0,7,5,9,2,4,29.0,-0.0942100901455536
16.0,7,6,4,1,4,39.0,0.038312852729181904
16.0,7,6,4,2,4,47.0,0.03937538449400238
16.0,7,6,5,1,4,32.0,-0.04134141714068919
16.0,7,6,5,2,4,32.0,-0.03243626346780238
16.0,7,6,6,1,4,54.0,0.050059089243268295
16.0,7,6,6,2,4,49.0,0.03566035299716619
16.0,7,6,7,1,4,28.0,-0.06491568103248009
16.0,7,6,7,2,4,29.0,-0.06717038030677454
16.0,7,6,8,1,4,27.0,-0.05874227960367934
16.0,7,6,8,2,4,29.0,-0.06251553958197374
16.0,7,6,9,1,4,28.0,-0.072546969774463
16.0,7,6,9,2,4,32.0,-0.04624713215229631
16.0,7,7,4,1,4,41.0,0.03443698005376509
16.0,7,7,4,2,4,30.0,-0.047913608428272934
16.0,7,7,5,1,4,39.0,0.04463400882976466
16.0,7,7,5,2,4,48.0,0.03539562473889085
16.0,7,7,6,1,4,45.0,0.0385126592425342
16.0,7,7,6,2,4,33.0,-0.016208635976115663
16.0,7,7,7,1,4,31.0,-0.03461792185059256
16.0,7,7,7,2,4,47.0,0.04338281907632605
16.0,7,7,8,1,4,46.0,0.04915676643309217
16.0,7,7,8,2,4,46.0,0.034296686385791475
16.0,7,7,9,1,4,38.0,0.02468985034841821
16.0,7,7,9,2,4,37.0,0.04763039602355075
16.0,7,8,4,1,4,29.0,0.02822538647253552
16.0,7,8,4,2,4,35.0,0.02981128595306412
16.0,7,8,5,1,4,38.0,0.03446759269374956
16.0,7,8,5,2,4,33.0,0.0367388670432836
16.0,7,8,6,1,4,30.0,-0.0468818944904172
16.0,7,8,6,2,4,44.0,0.051740752030365926
16.0,7,8,7,1,4,43.0,0.050825034422819666
16.0,7,8,7,2,4,29.0,-0.048093173124732394
16.0,7,8,8,1,4,48.0,0.06023919675606981
16.0,7,8,8,2,4,30.0,-0.04340440535584574
16.0,7,8,9,1,4,45.0,0.03064612130015133
16.0,7,8,9,2,4,50.0,0.04651008314226568
16.0,7,9,4,1,4,41.0,0.027785855140884774
16.0,7,9,4,2,4,41.0,0.036856328300259894
16.0,7,9,5,1,4,36.0,0.03406926838251474
16.0,7,9,5,2,4,42.0,0.034604942622508884
16.0,7,9,6,1,4,38.0,0.03580865270038746
16.0,7,9,6,2,4,32.0,-0.013459436180122172
16.0,7,9,7,1,4,38.0,0.026151122939209404
16.0,7,9,7,2,4,33.0,0.029718310411386603
16.0,7,9,8,1,4,32.0,0.013593386466694165
16.0,7,9,8,2,4,43.0,0.041746618126036104
16.0,7,9,9,1,4,38.0,0.035005082609490215
16.0,7,9,9,2,4,38.0,0.034082761018866224
16.0,8,4,4,1,4,31.0,-0.07278145708982761
16.0,8,4,4,2,4,32.0,-0.06040291734761613
16.0,8,4,5,1,4,33.0,-0.08104268414149611
16.0,8,4,5,2,4,30.0,-0.08332888960943598
16.0,8,4,6,1,4,41.0,-0.05233579187819157
16.0,8,4,6,2,4,34.0,-0.06405485110990669
16.0,8,4,7,1,4,32.0,-0.0604851409948278
16.0,8,4,7,2,4,36.0,-0.06798439552323132
16.0,8,4,8,1,4,29.0,-0.07563467476109646
16.0,8,4,8,2,4,34.0,-0.07035505800817808
16.0,8,4,9,1,4,31.0,-0.08526055039828166
16.0,8,4,9,2,4,31.0,-0.0820814980841034
16.0,8,5,4,1,4,28.0,-0.0580174790719338
16.0,8,5,4,2,4,38.0,-0.03815425419590874
16.0,8,5,5,1,4,27.0,-0.0740538973955333
16.0,8,5,5,2,4,32.0,-0.06112822103903932
16.0,8,5,6,1,4,32.0,-0.08330827056908081
16.0,8,5,6,2,4,30.0,-0.07762814068060261
16.0,8,5,7,1,4,28.0,-0.0543759541201853
16.0,8,5,7,2,4,32.0,-0.0676164546215977
16.0,8,5,8,1,4,31.0,-0.07506865858622534
16.0,8,5,8,2,4,34.0,-0.058571140598553985
16.0,8,5,9,1,4,28.0,-0.06303143495147703
16.0,8,5,9,2,4,28.0,-0.0708324220428377
16.0,8,6,4,1,4,32.0,-0.03155364677813081
16.0,8,6,4,2,4,29.0,-0.04743553628293694
16.0,8,6,5,1,4,31.0,-0.05093190739655863
16.0,8,6,5,2,4,35.0,-0.032115678165959775
16.0,8,6,6,1,4,32.0,-0.051168069007966915
16.0,8,6,6,2,4,31.0,-0.04883046608760932
16.0,8,6,7,1,4,34.0,-0.04660812228328937
16.0,8,6,7,2,4,28.0,-0.0718560932976738
16.0,8,6,8,1,4,33.0,-0.04822397860676417
16.0,8,6,8,2,4,28.0,-0.06608056755897257
16.0,8,6,9,1,4,30.0,-0.04850257776431149
16.0,8,6,9,2,4,26.0,-0.07031820690171214
16.0,8,7,4,1,4,29.0,-0.027161961068499208
16.0,8,7,4,2,4,50.0,0.042664586151188934
16.0,8,7,5,1,4,30.0,-0.06083433293492744
16.0,8,7,5,2,4,49.0,0.047745916946019935
16.0,8,7,6,1,4,44.0,0.037440029591055475
16.0,8,7,6,2,4,40.0,0.03867975567661673
16.0,8,7,7,1,4,31.0,-0.05437352710745511
16.0,8,7,7,2,4,66.0,0.03699390058508203
16.0,8,7,8,1,4,27.0,-0.060604990453746836
16.0,8,7,8,2,4,43.0,0.027878384306119306
16.0,8,7,9,1,4,33.0,-0.015268099388689964
16.0,8,7,9,2,4,32.0,-0.031914923521959564
16.0,8,8,4,1,4,42.0,0.036498763599674584
16.0,8,8,4,2,4,38.0,0.028290825387881413
16.0,8,8,5,1,4,37.0,0.02413277512274408
16.0,8,8,5,2,4,45.0,0.036216063211908865
16.0,8,8,6,1,4,27.0,-0.05621466721246051
16.0,8,8,6,2,4,50.0,0.048382923689777764
16.0,8,8,7,1,4,43.0,0.040767023971254805
16.0,8,8,7,2,4,47.0,0.03943321488330354
16.0,8,8,8,1,4,44.0,0.047197283825264384
16.0,8,8,8,2,4,33.0,0.027368994312694576
16.0,8,8,9,1,4,51.0,0.04697152183183272
16.0,8,8,9,2,4,29.0,-0.06138216360431032
16.0,8,9,4,1,4,35.0,0.031026246952437393
16.0,8,9,4,2,4,40.0,0.024167375858981422
16.0,8,9,5,1,4,40.0,0.032041274294674946
16.0,8,9,5,2,4,38.0,0.03190547923695283
16.0,8,9,6,1,4,35.0,0.02652558994577862
16.0,8,9,6,2,4,45.0,0.04329480243944914
16.0,8,9,7,1,4,26.0,-0.04051546043159482
16.0,8,9,7,2,4,38.0,0.03459837760363221
16.0,8,9,8,1,4,51.0,0.05228822599999891
16.0,8,9,8,2,4,46.0,0.05818874951925669
16.0,8,9,9,1,4,47.0,0.047668620623812934
16.0,8,9,9,2,4,50.0,0.04124287807669971
16.0,9,4,4,1,4,34.0,-0.05540055118880421
16.0,9,4,4,2,4,33.0,-0.07827179817444911
16.0,9,4,5,1,4,29.0,-0.08640587517191106
16.0,9,4,5,2,4,36.0,-0.06982369921961915
16.0,9,4,6,1,4,42.0,-0.06377597196305371
16.0,9,4,6,2,4,33.0,-0.0862687499196298
16.0,9,4,7,1,4,31.0,-0.07511682695686207
16.0,9,4,7,2,4,34.0,-0.06953851884485844
16.0,9,4,8,1,4,33.0,-0.08588053841695126
16.0,9,4,8,2,4,31.0,-0.08376479886623257
16.0,9,4,9,1,4,30.0,-0.040748311401524975
16.0,9,4,9,2,4,35.0,-0.07532186335549056
16.0,9,5,4,1,4,37.0,-0.05695208052993573
16.0,9,5,4,2,4,39.0,-0.027290129432103568
16.0,9,5,5,1,4,32.0,-0.05959817026990594
16.0,9,5,5,2,4,28.0,-0.06286395108277873
16.0,9,5,6,1,4,31.0,-0.07500128748179159
16.0,9,5,6,2,4,30.0,-0.0673716418344049
16.0,9,5,7,1,4,29.0,-0.05969165919413012
16.0,9,5,7,2,4,29.0,-0.06661469753313486
16.0,9,5,8,1,4,29.0,-0.06482478201719075
16.0,9,5,8,2,4,30.0,-0.07354150275476297
